BUG,PORT,GROUP

104.19.143.108,443,ggwp
104.21.65.170,443,ggwp
172.67.164.239,443,ggwp
104.21.91.25,443,ggwp
172.67.208.218,443,ggwp
162.159.138.6,443,ggwp
104.19.143.108,80,ggwp
104.21.65.170,80,ggwp
172.67.164.239,80,ggwp
104.21.91.25,80,ggwp
172.67.208.218,80,ggwp
162.159.138.6,80,ggwp
